id,name,class
train_index_14967,apple,0
train_index_15085,apple,0
train_index_15105,apple,0
train_index_15175,apple,0
train_index_15274,apple,0
train_index_15278,apple,0
train_index_15482,apple,0
train_index_15701,apple,0
train_index_15753,apple,0
train_index_15758,apple,0
train_index_15777,apple,0
train_index_15843,apple,0
train_index_15990,apple,0
train_index_16178,apple,0
train_index_16242,apple,0
train_index_16352,apple,0
train_index_16353,apple,0
train_index_16356,apple,0
train_index_16520,apple,0
train_index_16540,apple,0
train_index_16541,apple,0
train_index_16637,apple,0
train_index_16785,apple,0
train_index_16844,apple,0
train_index_16854,apple,0
train_index_16942,apple,0
train_index_16996,apple,0
train_index_17036,apple,0
train_index_17114,apple,0
train_index_17151,apple,0
train_index_17384,apple,0
train_index_17390,apple,0
train_index_17450,apple,0
train_index_17727,apple,0
train_index_17882,apple,0
train_index_18064,apple,0
train_index_18223,apple,0
train_index_18564,apple,0
train_index_18744,apple,0
train_index_18746,apple,0
train_index_18799,apple,0
train_index_19002,apple,0
train_index_19037,apple,0
train_index_19051,apple,0
train_index_19218,apple,0
train_index_19245,apple,0
train_index_19265,apple,0
train_index_19745,apple,0
train_index_19997,apple,0
train_index_20155,apple,0
train_index_20159,apple,0
train_index_20169,apple,0
train_index_20339,apple,0
train_index_20402,apple,0
train_index_20673,apple,0
train_index_20714,apple,0
train_index_20738,apple,0
train_index_20889,apple,0
train_index_20941,apple,0
train_index_21094,apple,0
train_index_21099,apple,0
train_index_21210,apple,0
train_index_21290,apple,0
train_index_21328,apple,0
train_index_21399,apple,0
train_index_21667,apple,0
train_index_21725,apple,0
train_index_21752,apple,0
train_index_21781,apple,0
train_index_21823,apple,0
train_index_21870,apple,0
train_index_22165,apple,0
train_index_22324,apple,0
train_index_22491,apple,0
train_index_22545,apple,0
train_index_22768,apple,0
train_index_23053,apple,0
train_index_23137,apple,0
train_index_23208,apple,0
train_index_23278,apple,0
train_index_23399,apple,0
train_index_23582,apple,0
train_index_23780,apple,0
train_index_23856,apple,0
train_index_23886,apple,0
train_index_24053,apple,0
train_index_24134,apple,0
train_index_24382,apple,0
train_index_24458,apple,0
train_index_24717,apple,0
train_index_24889,apple,0
train_index_24980,apple,0
train_index_25053,apple,0
train_index_25084,apple,0
train_index_25208,apple,0
train_index_25342,apple,0
train_index_25427,apple,0
train_index_25705,apple,0
train_index_25768,apple,0
train_index_25898,apple,0
train_index_25902,apple,0
train_index_25979,apple,0
train_index_26006,apple,0
train_index_26042,apple,0
train_index_26115,apple,0
train_index_26247,apple,0
train_index_26320,apple,0
train_index_26325,apple,0
train_index_26340,apple,0
train_index_26361,apple,0
train_index_26418,apple,0
train_index_26488,apple,0
train_index_26604,apple,0
train_index_26702,apple,0
train_index_26819,apple,0
train_index_27181,apple,0
train_index_27272,apple,0
train_index_27350,apple,0
train_index_27355,apple,0
train_index_27440,apple,0
train_index_27572,apple,0
train_index_27576,apple,0
train_index_27636,apple,0
train_index_27759,apple,0
train_index_27990,apple,0
train_index_28038,apple,0
train_index_28092,apple,0
train_index_28285,apple,0
train_index_28316,apple,0
train_index_28361,apple,0
train_index_28412,apple,0
train_index_28444,apple,0
train_index_28581,apple,0
train_index_28648,apple,0
train_index_28722,apple,0
train_index_28813,apple,0
train_index_29187,apple,0
train_index_29211,apple,0
train_index_29275,apple,0
train_index_29399,apple,0
train_index_29405,apple,0
train_index_29582,apple,0
train_index_29895,apple,0
train_index_30026,apple,0
train_index_30064,apple,0
train_index_30172,apple,0
train_index_30241,apple,0
train_index_30249,apple,0
train_index_30442,apple,0
train_index_30592,apple,0
train_index_30621,apple,0
train_index_30631,apple,0
train_index_30731,apple,0
train_index_31007,apple,0
train_index_31020,apple,0
train_index_31066,apple,0
train_index_31139,apple,0
train_index_31148,apple,0
train_index_31252,apple,0
train_index_31301,apple,0
train_index_31398,apple,0
train_index_31492,apple,0
train_index_31600,apple,0
train_index_31697,apple,0
train_index_31835,apple,0
train_index_31966,apple,0
train_index_32048,apple,0
train_index_32049,apple,0
train_index_32124,apple,0
train_index_32128,apple,0
train_index_32139,apple,0
train_index_32159,apple,0
train_index_32197,apple,0
train_index_32233,apple,0
train_index_32404,apple,0
train_index_32447,apple,0
train_index_32507,apple,0
train_index_32681,apple,0
train_index_32714,apple,0
train_index_32826,apple,0
train_index_33145,apple,0
train_index_33208,apple,0
train_index_33376,apple,0
train_index_33492,apple,0
train_index_33563,apple,0
train_index_33632,apple,0
train_index_33686,apple,0
train_index_33690,apple,0
train_index_33748,apple,0
train_index_33773,apple,0
train_index_33801,apple,0
train_index_33950,apple,0
train_index_33983,apple,0
train_index_34041,apple,0
train_index_34042,apple,0
train_index_34110,apple,0
train_index_34143,apple,0
train_index_34205,apple,0
train_index_34254,apple,0
train_index_34567,apple,0
train_index_34631,apple,0
train_index_34660,apple,0
train_index_34665,apple,0
train_index_34871,apple,0
train_index_34921,apple,0
train_index_34952,apple,0
train_index_35044,apple,0
train_index_35137,apple,0
train_index_35193,apple,0
train_index_35204,apple,0
train_index_35223,apple,0
train_index_35230,apple,0
train_index_35389,apple,0
train_index_35502,apple,0
train_index_35653,apple,0
train_index_35665,apple,0
train_index_35739,apple,0
train_index_35849,apple,0
train_index_35908,apple,0
train_index_35959,apple,0
train_index_35963,apple,0
train_index_35971,apple,0
train_index_36172,apple,0
train_index_36323,apple,0
train_index_36391,apple,0
train_index_36481,apple,0
train_index_36535,apple,0
train_index_36551,apple,0
train_index_36562,apple,0
train_index_36693,apple,0
train_index_36817,apple,0
train_index_36841,apple,0
train_index_36863,apple,0
train_index_37056,apple,0
train_index_37334,apple,0
train_index_37365,apple,0
train_index_37402,apple,0
train_index_37763,apple,0
train_index_37772,apple,0
train_index_38100,apple,0
train_index_38163,apple,0
train_index_38278,apple,0
train_index_38420,apple,0
train_index_38482,apple,0
train_index_38525,apple,0
train_index_38620,apple,0
train_index_38724,apple,0
train_index_38748,apple,0
train_index_38787,apple,0
train_index_38908,apple,0
train_index_38934,apple,0
train_index_38950,apple,0
train_index_39278,apple,0
train_index_39303,apple,0
train_index_39318,apple,0
train_index_39404,apple,0
train_index_39462,apple,0
train_index_39893,apple,0
train_index_39949,apple,0
train_index_40036,apple,0
train_index_40167,apple,0
train_index_40264,apple,0
train_index_40274,apple,0
train_index_40419,apple,0
train_index_40446,apple,0
train_index_40475,apple,0
train_index_40486,apple,0
train_index_40598,apple,0
train_index_40607,apple,0
train_index_40641,apple,0
train_index_40715,apple,0
train_index_40796,apple,0
train_index_40928,apple,0
train_index_41172,apple,0
train_index_41242,apple,0
train_index_41248,apple,0
train_index_41259,apple,0
train_index_41558,apple,0
train_index_41582,apple,0
train_index_41664,apple,0
train_index_41754,apple,0
train_index_41774,apple,0
train_index_41798,apple,0
train_index_41819,apple,0
train_index_41947,apple,0
train_index_41956,apple,0
train_index_42077,apple,0
train_index_42117,apple,0
train_index_42162,apple,0
train_index_42285,apple,0
train_index_42441,apple,0
train_index_42631,apple,0
train_index_42660,apple,0
train_index_42717,apple,0
train_index_42780,apple,0
train_index_42834,apple,0
train_index_42847,apple,0
train_index_42957,apple,0
train_index_43179,apple,0
train_index_43202,apple,0
train_index_43210,apple,0
train_index_43216,apple,0
train_index_43219,apple,0
train_index_43363,apple,0
train_index_43530,apple,0
train_index_43575,apple,0
train_index_43584,apple,0
train_index_43691,apple,0
train_index_43946,apple,0
train_index_43994,apple,0
train_index_44075,apple,0
train_index_44077,apple,0
train_index_44150,apple,0
train_index_44180,apple,0
train_index_44327,apple,0
train_index_44364,apple,0
train_index_44429,apple,0
train_index_44450,apple,0
train_index_44725,apple,0
train_index_44972,apple,0
train_index_45045,apple,0
train_index_45077,apple,0
train_index_45096,apple,0
train_index_45171,apple,0
train_index_45317,apple,0
train_index_45370,apple,0
train_index_45375,apple,0
train_index_45466,apple,0
train_index_45496,apple,0
train_index_45616,apple,0
train_index_45682,apple,0
train_index_45717,apple,0
train_index_45782,apple,0
train_index_45940,apple,0
train_index_45967,apple,0
train_index_46039,apple,0
train_index_46220,apple,0
train_index_46274,apple,0
train_index_46295,apple,0
train_index_46358,apple,0
train_index_46840,apple,0
train_index_47363,apple,0
train_index_47445,apple,0
train_index_47676,apple,0
train_index_47949,apple,0
train_index_47979,apple,0
train_index_48100,apple,0
train_index_48154,apple,0
train_index_48395,apple,0
train_index_48469,apple,0
train_index_48606,apple,0
train_index_48715,apple,0
train_index_48751,apple,0
train_index_48823,apple,0
train_index_48921,apple,0
train_index_48994,apple,0
train_index_49474,apple,0
train_index_49497,apple,0
train_index_49554,apple,0
train_index_49677,apple,0
train_index_49748,apple,0
train_index_49754,apple,0
train_index_00004,aquarium_fish,1
train_index_00271,aquarium_fish,1
train_index_00282,aquarium_fish,1
train_index_00502,aquarium_fish,1
train_index_00543,aquarium_fish,1
train_index_00643,aquarium_fish,1
train_index_00732,aquarium_fish,1
train_index_00960,aquarium_fish,1
train_index_01017,aquarium_fish,1
train_index_01129,aquarium_fish,1
train_index_01345,aquarium_fish,1
train_index_01351,aquarium_fish,1
train_index_01396,aquarium_fish,1
train_index_01565,aquarium_fish,1
train_index_01652,aquarium_fish,1
train_index_01712,aquarium_fish,1
train_index_01808,aquarium_fish,1
train_index_01843,aquarium_fish,1
train_index_01993,aquarium_fish,1
train_index_02124,aquarium_fish,1
train_index_02217,aquarium_fish,1
train_index_02250,aquarium_fish,1
train_index_02368,aquarium_fish,1
train_index_02591,aquarium_fish,1
train_index_02664,aquarium_fish,1
train_index_02787,aquarium_fish,1
train_index_02908,aquarium_fish,1
train_index_02998,aquarium_fish,1
train_index_03168,aquarium_fish,1
train_index_03275,aquarium_fish,1
train_index_03441,aquarium_fish,1
train_index_03553,aquarium_fish,1
train_index_03724,aquarium_fish,1
train_index_04109,aquarium_fish,1
train_index_04162,aquarium_fish,1
train_index_04165,aquarium_fish,1
train_index_04171,aquarium_fish,1
train_index_04232,aquarium_fish,1
train_index_04244,aquarium_fish,1
train_index_04309,aquarium_fish,1
train_index_04348,aquarium_fish,1
train_index_04969,aquarium_fish,1
train_index_04987,aquarium_fish,1
train_index_04995,aquarium_fish,1
train_index_05135,aquarium_fish,1
train_index_05356,aquarium_fish,1
train_index_05365,aquarium_fish,1
train_index_05366,aquarium_fish,1
train_index_05479,aquarium_fish,1
train_index_05513,aquarium_fish,1
train_index_05537,aquarium_fish,1
train_index_05590,aquarium_fish,1
train_index_05690,aquarium_fish,1
train_index_05775,aquarium_fish,1
train_index_05811,aquarium_fish,1
train_index_05850,aquarium_fish,1
train_index_05892,aquarium_fish,1
train_index_05986,aquarium_fish,1
train_index_06088,aquarium_fish,1
train_index_06206,aquarium_fish,1
train_index_06316,aquarium_fish,1
train_index_06395,aquarium_fish,1
train_index_06483,aquarium_fish,1
train_index_06504,aquarium_fish,1
train_index_06648,aquarium_fish,1
train_index_06767,aquarium_fish,1
train_index_06893,aquarium_fish,1
train_index_07058,aquarium_fish,1
train_index_07135,aquarium_fish,1
train_index_07367,aquarium_fish,1
train_index_07383,aquarium_fish,1
train_index_07480,aquarium_fish,1
train_index_07552,aquarium_fish,1
train_index_07685,aquarium_fish,1
train_index_07849,aquarium_fish,1
train_index_07974,aquarium_fish,1
train_index_07997,aquarium_fish,1
train_index_08192,aquarium_fish,1
train_index_08353,aquarium_fish,1
train_index_08431,aquarium_fish,1
train_index_08599,aquarium_fish,1
train_index_08713,aquarium_fish,1
train_index_08752,aquarium_fish,1
train_index_08772,aquarium_fish,1
train_index_08835,aquarium_fish,1
train_index_08967,aquarium_fish,1
train_index_09004,aquarium_fish,1
train_index_09057,aquarium_fish,1
train_index_09164,aquarium_fish,1
train_index_09165,aquarium_fish,1
train_index_09352,aquarium_fish,1
train_index_09388,aquarium_fish,1
train_index_09391,aquarium_fish,1
train_index_09418,aquarium_fish,1
train_index_09498,aquarium_fish,1
train_index_09790,aquarium_fish,1
train_index_09850,aquarium_fish,1
train_index_09884,aquarium_fish,1
train_index_09908,aquarium_fish,1
train_index_10010,aquarium_fish,1
train_index_10138,aquarium_fish,1
train_index_10151,aquarium_fish,1
train_index_10293,aquarium_fish,1
train_index_10300,aquarium_fish,1
train_index_10444,aquarium_fish,1
train_index_10550,aquarium_fish,1
train_index_10637,aquarium_fish,1
train_index_10806,aquarium_fish,1
train_index_11051,aquarium_fish,1
train_index_11098,aquarium_fish,1
train_index_11213,aquarium_fish,1
train_index_11622,aquarium_fish,1
train_index_11876,aquarium_fish,1
train_index_12095,aquarium_fish,1
train_index_12179,aquarium_fish,1
train_index_12218,aquarium_fish,1
train_index_12238,aquarium_fish,1
train_index_12413,aquarium_fish,1
train_index_12461,aquarium_fish,1
train_index_12545,aquarium_fish,1
train_index_12609,aquarium_fish,1
train_index_12778,aquarium_fish,1
train_index_12796,aquarium_fish,1
train_index_12847,aquarium_fish,1
train_index_12974,aquarium_fish,1
train_index_13073,aquarium_fish,1
train_index_13221,aquarium_fish,1
train_index_13389,aquarium_fish,1
train_index_13424,aquarium_fish,1
train_index_13631,aquarium_fish,1
train_index_13644,aquarium_fish,1
train_index_13779,aquarium_fish,1
train_index_13789,aquarium_fish,1
train_index_13878,aquarium_fish,1
train_index_13934,aquarium_fish,1
train_index_13954,aquarium_fish,1
train_index_13964,aquarium_fish,1
train_index_14050,aquarium_fish,1
train_index_14150,aquarium_fish,1
train_index_14341,aquarium_fish,1
train_index_14531,aquarium_fish,1
train_index_14606,aquarium_fish,1
train_index_14656,aquarium_fish,1
train_index_14692,aquarium_fish,1
train_index_14750,aquarium_fish,1
train_index_14834,aquarium_fish,1
train_index_14931,aquarium_fish,1
train_index_15180,aquarium_fish,1
train_index_15334,aquarium_fish,1
train_index_15416,aquarium_fish,1
train_index_15466,aquarium_fish,1
train_index_15517,aquarium_fish,1
train_index_15553,aquarium_fish,1
train_index_15597,aquarium_fish,1
train_index_15635,aquarium_fish,1
train_index_15713,aquarium_fish,1
train_index_15723,aquarium_fish,1
train_index_15778,aquarium_fish,1
train_index_15859,aquarium_fish,1
train_index_15923,aquarium_fish,1
train_index_15940,aquarium_fish,1
train_index_16282,aquarium_fish,1
train_index_16398,aquarium_fish,1
train_index_16469,aquarium_fish,1
train_index_16504,aquarium_fish,1
train_index_16588,aquarium_fish,1
train_index_16629,aquarium_fish,1
train_index_16665,aquarium_fish,1
train_index_16752,aquarium_fish,1
train_index_16966,aquarium_fish,1
train_index_17009,aquarium_fish,1
train_index_17015,aquarium_fish,1
train_index_17084,aquarium_fish,1
train_index_17120,aquarium_fish,1
train_index_17321,aquarium_fish,1
train_index_17336,aquarium_fish,1
train_index_17350,aquarium_fish,1
train_index_17742,aquarium_fish,1
train_index_17817,aquarium_fish,1
train_index_17849,aquarium_fish,1
train_index_18023,aquarium_fish,1
train_index_18050,aquarium_fish,1
train_index_18126,aquarium_fish,1
train_index_18149,aquarium_fish,1
train_index_18248,aquarium_fish,1
train_index_18355,aquarium_fish,1
train_index_18592,aquarium_fish,1
train_index_18824,aquarium_fish,1
train_index_18827,aquarium_fish,1
train_index_18862,aquarium_fish,1
train_index_19089,aquarium_fish,1
train_index_19114,aquarium_fish,1
train_index_19164,aquarium_fish,1
train_index_19260,aquarium_fish,1
train_index_19322,aquarium_fish,1
train_index_19325,aquarium_fish,1
train_index_19678,aquarium_fish,1
train_index_19721,aquarium_fish,1
train_index_19761,aquarium_fish,1
train_index_19776,aquarium_fish,1
train_index_19879,aquarium_fish,1
train_index_19987,aquarium_fish,1
train_index_20090,aquarium_fish,1
train_index_20127,aquarium_fish,1
train_index_20298,aquarium_fish,1
train_index_20479,aquarium_fish,1
train_index_20520,aquarium_fish,1
train_index_20544,aquarium_fish,1
train_index_20566,aquarium_fish,1
train_index_20635,aquarium_fish,1
train_index_20781,aquarium_fish,1
train_index_20947,aquarium_fish,1
train_index_20972,aquarium_fish,1
train_index_21155,aquarium_fish,1
train_index_21168,aquarium_fish,1
train_index_21271,aquarium_fish,1
train_index_21298,aquarium_fish,1
train_index_21467,aquarium_fish,1
train_index_21619,aquarium_fish,1
train_index_21755,aquarium_fish,1
train_index_21848,aquarium_fish,1
train_index_22043,aquarium_fish,1
train_index_22143,aquarium_fish,1
train_index_22205,aquarium_fish,1
train_index_22368,aquarium_fish,1
train_index_22428,aquarium_fish,1
train_index_22524,aquarium_fish,1
train_index_22616,aquarium_fish,1
train_index_22657,aquarium_fish,1
train_index_22775,aquarium_fish,1
train_index_22859,aquarium_fish,1
train_index_23036,aquarium_fish,1
train_index_23285,aquarium_fish,1
train_index_23420,aquarium_fish,1
train_index_23459,aquarium_fish,1
train_index_23514,aquarium_fish,1
train_index_23518,aquarium_fish,1
train_index_23552,aquarium_fish,1
train_index_23984,aquarium_fish,1
train_index_24191,aquarium_fish,1
train_index_24306,aquarium_fish,1
train_index_24410,aquarium_fish,1
train_index_24512,aquarium_fish,1
train_index_24575,aquarium_fish,1
train_index_24858,aquarium_fish,1
train_index_24916,aquarium_fish,1
train_index_24922,aquarium_fish,1
train_index_24948,aquarium_fish,1
train_index_25218,aquarium_fish,1
train_index_25367,aquarium_fish,1
train_index_25375,aquarium_fish,1
train_index_25691,aquarium_fish,1
train_index_25949,aquarium_fish,1
train_index_25974,aquarium_fish,1
train_index_26030,aquarium_fish,1
train_index_26086,aquarium_fish,1
train_index_26099,aquarium_fish,1
train_index_26124,aquarium_fish,1
train_index_26214,aquarium_fish,1
train_index_26254,aquarium_fish,1
train_index_26334,aquarium_fish,1
train_index_26959,aquarium_fish,1
train_index_27152,aquarium_fish,1
train_index_27208,aquarium_fish,1
train_index_27227,aquarium_fish,1
train_index_27254,aquarium_fish,1
train_index_27280,aquarium_fish,1
train_index_27365,aquarium_fish,1
train_index_27480,aquarium_fish,1
train_index_27485,aquarium_fish,1
train_index_27655,aquarium_fish,1
train_index_27936,aquarium_fish,1
train_index_27954,aquarium_fish,1
train_index_27983,aquarium_fish,1
train_index_28068,aquarium_fish,1
train_index_28069,aquarium_fish,1
train_index_28112,aquarium_fish,1
train_index_28125,aquarium_fish,1
train_index_28126,aquarium_fish,1
train_index_28189,aquarium_fish,1
train_index_28293,aquarium_fish,1
train_index_28301,aquarium_fish,1
train_index_28320,aquarium_fish,1
train_index_28603,aquarium_fish,1
train_index_28686,aquarium_fish,1
train_index_28905,aquarium_fish,1
train_index_29089,aquarium_fish,1
train_index_29098,aquarium_fish,1
train_index_29154,aquarium_fish,1
train_index_29178,aquarium_fish,1
train_index_29218,aquarium_fish,1
train_index_29302,aquarium_fish,1
train_index_29322,aquarium_fish,1
train_index_29363,aquarium_fish,1
train_index_29411,aquarium_fish,1
train_index_29513,aquarium_fish,1
train_index_29928,aquarium_fish,1
train_index_30118,aquarium_fish,1
train_index_30161,aquarium_fish,1
train_index_30194,aquarium_fish,1
train_index_30195,aquarium_fish,1
train_index_30214,aquarium_fish,1
train_index_30433,aquarium_fish,1
train_index_30434,aquarium_fish,1
train_index_30523,aquarium_fish,1
train_index_30664,aquarium_fish,1
train_index_30783,aquarium_fish,1
train_index_30798,aquarium_fish,1
train_index_30928,aquarium_fish,1
train_index_30931,aquarium_fish,1
train_index_30953,aquarium_fish,1
train_index_31084,aquarium_fish,1
train_index_31103,aquarium_fish,1
train_index_31177,aquarium_fish,1
train_index_31328,aquarium_fish,1
train_index_31360,aquarium_fish,1
train_index_31513,aquarium_fish,1
train_index_31617,aquarium_fish,1
train_index_31695,aquarium_fish,1
train_index_31716,aquarium_fish,1
train_index_31773,aquarium_fish,1
train_index_31799,aquarium_fish,1
train_index_31826,aquarium_fish,1
train_index_31952,aquarium_fish,1
train_index_31999,aquarium_fish,1
train_index_32065,aquarium_fish,1
train_index_32176,aquarium_fish,1
train_index_32317,aquarium_fish,1
train_index_32666,aquarium_fish,1
train_index_32752,aquarium_fish,1
train_index_32884,aquarium_fish,1
train_index_33071,aquarium_fish,1
train_index_33461,aquarium_fish,1
train_index_33601,aquarium_fish,1
train_index_33655,aquarium_fish,1
train_index_34043,aquarium_fish,1
train_index_34115,aquarium_fish,1
train_index_34331,aquarium_fish,1
train_index_34379,aquarium_fish,1
train_index_34408,aquarium_fish,1
train_index_34606,aquarium_fish,1
train_index_34678,aquarium_fish,1
train_index_34919,aquarium_fish,1
train_index_35107,aquarium_fish,1
train_index_35555,aquarium_fish,1
train_index_35710,aquarium_fish,1
train_index_35826,aquarium_fish,1
train_index_36168,aquarium_fish,1
train_index_36171,aquarium_fish,1
train_index_36266,aquarium_fish,1
train_index_36282,aquarium_fish,1
train_index_36320,aquarium_fish,1
train_index_36399,aquarium_fish,1
train_index_36569,aquarium_fish,1
train_index_36666,aquarium_fish,1
train_index_36781,aquarium_fish,1
train_index_36894,aquarium_fish,1
train_index_36953,aquarium_fish,1
train_index_36969,aquarium_fish,1
train_index_37025,aquarium_fish,1
train_index_37197,aquarium_fish,1
train_index_37322,aquarium_fish,1
train_index_37390,aquarium_fish,1
train_index_37564,aquarium_fish,1
train_index_37742,aquarium_fish,1
train_index_37877,aquarium_fish,1
train_index_37923,aquarium_fish,1
train_index_38154,aquarium_fish,1
train_index_38180,aquarium_fish,1
train_index_38181,aquarium_fish,1
train_index_38182,aquarium_fish,1
train_index_38247,aquarium_fish,1
train_index_38283,aquarium_fish,1
train_index_38359,aquarium_fish,1
train_index_38686,aquarium_fish,1
train_index_38904,aquarium_fish,1
train_index_38998,aquarium_fish,1
train_index_39167,aquarium_fish,1
train_index_39291,aquarium_fish,1
train_index_39375,aquarium_fish,1
train_index_39423,aquarium_fish,1
train_index_39424,aquarium_fish,1
train_index_39455,aquarium_fish,1
train_index_39673,aquarium_fish,1
train_index_39694,aquarium_fish,1
train_index_39770,aquarium_fish,1
train_index_39988,aquarium_fish,1
train_index_40071,aquarium_fish,1
train_index_40152,aquarium_fish,1
train_index_40372,aquarium_fish,1
train_index_40410,aquarium_fish,1
train_index_40442,aquarium_fish,1
train_index_40532,aquarium_fish,1
train_index_40670,aquarium_fish,1
train_index_40729,aquarium_fish,1
train_index_40836,aquarium_fish,1
train_index_40921,aquarium_fish,1
train_index_40959,aquarium_fish,1
train_index_41001,aquarium_fish,1
train_index_41032,aquarium_fish,1
train_index_41114,aquarium_fish,1
train_index_41141,aquarium_fish,1
train_index_41308,aquarium_fish,1
train_index_41352,aquarium_fish,1
train_index_41356,aquarium_fish,1
train_index_41577,aquarium_fish,1
train_index_41762,aquarium_fish,1
train_index_41828,aquarium_fish,1
train_index_41842,aquarium_fish,1
train_index_41860,aquarium_fish,1
train_index_41889,aquarium_fish,1
train_index_41909,aquarium_fish,1
train_index_41939,aquarium_fish,1
train_index_42038,aquarium_fish,1
train_index_42145,aquarium_fish,1
train_index_42278,aquarium_fish,1
train_index_42419,aquarium_fish,1
train_index_42672,aquarium_fish,1
train_index_42750,aquarium_fish,1
train_index_42767,aquarium_fish,1
train_index_42835,aquarium_fish,1
train_index_42863,aquarium_fish,1
train_index_42897,aquarium_fish,1
train_index_42932,aquarium_fish,1
train_index_42934,aquarium_fish,1
train_index_42948,aquarium_fish,1
train_index_43016,aquarium_fish,1
train_index_43213,aquarium_fish,1
train_index_43369,aquarium_fish,1
train_index_43448,aquarium_fish,1
train_index_43477,aquarium_fish,1
train_index_43522,aquarium_fish,1
train_index_43670,aquarium_fish,1
train_index_43724,aquarium_fish,1
train_index_43882,aquarium_fish,1
train_index_43886,aquarium_fish,1
train_index_44037,aquarium_fish,1
train_index_44148,aquarium_fish,1
train_index_44352,aquarium_fish,1
train_index_44355,aquarium_fish,1
train_index_44386,aquarium_fish,1
train_index_44406,aquarium_fish,1
train_index_44434,aquarium_fish,1
train_index_44443,aquarium_fish,1
train_index_44461,aquarium_fish,1
train_index_44611,aquarium_fish,1
train_index_44625,aquarium_fish,1
train_index_44654,aquarium_fish,1
train_index_44693,aquarium_fish,1
train_index_44775,aquarium_fish,1
train_index_44776,aquarium_fish,1
train_index_44798,aquarium_fish,1
train_index_44857,aquarium_fish,1
train_index_45011,aquarium_fish,1
train_index_45073,aquarium_fish,1
train_index_45118,aquarium_fish,1
train_index_45245,aquarium_fish,1
train_index_45440,aquarium_fish,1
train_index_45643,aquarium_fish,1
train_index_45973,aquarium_fish,1
train_index_46024,aquarium_fish,1
train_index_46097,aquarium_fish,1
train_index_46226,aquarium_fish,1
train_index_46328,aquarium_fish,1
train_index_46345,aquarium_fish,1
train_index_46390,aquarium_fish,1
train_index_46434,aquarium_fish,1
train_index_46455,aquarium_fish,1
train_index_46851,aquarium_fish,1
